,ID,MS,Mp,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Enedc (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
23648,4886180,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23649,4886187,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23650,4886309,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23651,4886327,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23652,4886335,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23653,4886342,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23654,4886365,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23655,4886373,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23656,4886380,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23657,4886407,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23658,4886449,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23659,4886458,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23660,4886548,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23661,4886733,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23662,4886780,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23663,4887041,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23664,4887097,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23665,4887106,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23666,4887132,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23667,4887151,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23668,4887174,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23669,4889509,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23670,4891078,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23671,4891085,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23672,4891262,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23673,4891344,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23674,4891368,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23675,4891377,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23676,4891439,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23677,4891447,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23678,4891539,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23679,4891613,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23680,4891776,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23681,4891855,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23682,4891887,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23683,4891934,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23684,4891966,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23685,4891982,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23686,4891998,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23687,4892016,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23688,4892031,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23689,4892056,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23690,4892065,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23691,4892071,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23692,4892111,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23693,4892119,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23694,4892136,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23695,4892160,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23696,4892168,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23697,4892192,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23698,4892241,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23699,4892260,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23700,4892583,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23701,4892602,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23702,4892617,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23703,4892643,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23704,4892651,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23705,4892749,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23706,4892756,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23707,4892810,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23708,4892908,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23709,4893077,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23710,4893138,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23711,4893232,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23712,4893802,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23713,4894002,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23714,4894066,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23715,4894321,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23716,4894333,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23717,4894338,FR,FCA ITALY SPA,FIAT GROUP,FCA ITALY SPA,FCA ITALY SPA,e3*2001/116*0217*50,199,LYB1B,L1N,FIAT,500L,M1,M1,1330.0,144.0,2612.0,1522.0,1522.0,Petrol,M,1368.0,70.0
23718,3891929,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23719,3891935,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23720,3891941,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23721,3891948,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
23722,3891956,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
23723,3891963,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*79,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165.0,85.0,2589.0,1509.0,1509.0,DIESEL,M,1461.0,55.0
23724,3891971,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,5RSN,5RSN0A,RENAULT,CLIO,M1,M1,1134.0,127.0,2589.0,1509.0,1509.0,PETROL,M,1149.0,54.0
23725,3891977,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,5RSN,5RSN0A,RENAULT,CLIO,M1,M1,1134.0,127.0,2589.0,1509.0,1509.0,PETROL,M,1149.0,54.0
23726,3891985,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,5RSN,5RSN0A,RENAULT,CLIO,M1,M1,1134.0,127.0,2589.0,1509.0,1509.0,PETROL,M,1149.0,54.0
23727,3891992,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23728,3892001,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23729,3892008,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23730,3892016,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23731,3892024,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23732,3892030,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23733,3892042,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23734,3892050,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23735,3892060,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23736,3892068,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23737,3892075,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23738,3892082,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23739,3892090,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*08,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
23740,3892099,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*08,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
23741,3892106,FR,RENAULT,RENAULT,RENAULT SAS,RENAULT SAS,E2*2007/46*0457*08,AH,AHB,AHB25A,RENAULT,TWINGO,M1,M1,1068.0,108.0,2492.0,1455.0,1455.0,PETROL,M,898.0,66.0
23742,3892113,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23743,3892122,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23744,3892128,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23745,3892136,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23746,3892142,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23747,3892149,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23748,3892159,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23749,3892166,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23750,3892175,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23751,3892184,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
23752,3892191,FR,RENAULT,DACIA,AUTOMOBILE DACIA SA,AUTOMOBILES DACIA SA,E2*2001/116*0314*83,SD,JSDF9,JSDF96,DACIA,LODGY,M1,M1,1280.0,105.0,2810.0,1492.0,1492.0,DIESEL,M,1461.0,80.0
